,Country,Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
111,Pakistan,PAK,317.688,335.015,361.263,365.807,379.478,398.31,417.615,421.851,432.60900000000004,448.443,472.1809999999999,488.96399999999994,501.229,530.185,570.197,607.367,643.196,674.28,685.752,705.17,716.5,736.193,762.011,795.513,832.7,872.097,920.295,971.411,1028.11,1039.88,1030.15
112,Panama,PAN,22.8986,25.0501,27.091700000000003,28.567,29.4038,29.8778,32.0968,34.1689,36.6971,38.0996,39.1638,39.3718,40.2808,41.9568,45.1259,48.3597,52.4796,58.8239,64.6215,65.4247,69.2377,77.0707,84.6071,90.4483,95.0308,100.479,105.45599999999999,111.35200000000002,115.359,118.865,97.5298
113,Papua New Guinea,PNG,9.32585,10.214500000000001,11.6291,13.7458,14.5626,14.0803,15.008999999999999,14.0568,14.715,14.987999999999998,14.620100000000003,14.6139,14.907099999999998,15.5611,15.6493,16.2642,16.6372,17.9375,17.8843,19.1005,21.0351,21.268,22.2585,23.1099,26.2399,27.966,29.5012,30.544,30.4587,32.4518,31.1444
114,Paraguay,PRY,34.7738,35.939,36.4838,38.3186,40.3824,43.1377,43.8166,45.6755,45.7066,45.0822,44.0389,43.6716,43.6622,45.5488,47.3969,48.4081,50.7351,53.4858,56.9604,56.8116,63.115,65.8204,65.3543,70.7742,74.5261,76.73,80.0048,83.8531,86.54,86.1922,85.7046
115,Peru,PER,112.222,114.424,113.79,119.646,134.259,144.106,148.074,157.651,157.159,159.496,163.875,164.86,173.862,181.087,189.954,201.759,216.87,235.272,256.867,259.838,281.451,299.322,317.682,336.2099999999999,344.415,355.504,369.581,378.806,393.84299999999996,402.42299999999994,358.103
116,Philippines,PHL,256.7301,255.6099,256.6772,262.2776,273.7488,286.4103,303.195,318.92,317.2804,327.898,342.2681,352.7047,365.8125,384.4204,409.6742,429.922,452.779,482.297,503.249,510.53900000000004,547.985,569.127,608.38,649.448,690.675,734.521,787.035,841.5839999999998,894.953,949.711,858.7960000000002
117,Poland,POL,419.343,389.924,399.7305,414.674,436.622,466.878,493.35999999999996,523.973,547.767,572.612,599.309,607.97,619.752,641.7,674.651,697.893,741.675,794.011,828.29,850.399,881.04,925.44,940.437,952.7,983.782,1020.701,1051.847,1102.619,1161.929,1217.372,1185.27
118,Portugal,PRT,217.3816,222.6823,226.9065,223.7879,229.32180000000002,243.97340000000003,252.523,263.6359,276.3115,287.1058,298.0622,303.8554,306.1981,303.3488,308.7748,311.189,316.2457,324.1728,325.2078,315.0545,320.5292,315.0924,302.3083,299.5188,301.8917,307.3017,313.5076,324.5002,333.7461,342.6999,313.7677
119,Qatar,QAT,26.047599999999996,25.6149,28.516900000000003,28.1389,28.5383,29.223,30.501399999999997,39.6553,44.1036,45.9932,49.6858,51.6228,55.33050000000001,57.3884,68.418,73.5444,92.7913,109.48,128.818,144.221,172.477,195.546,204.795,216.174,227.705,238.529,245.838,242.156,245.146,246.834,238.21000000000004
120,Romania,ROU,286.7818,249.7913,227.75339999999997,231.1321,240.149,247.86120000000003,257.7212,247.65610000000004,242.5529,241.22720000000004,247.44410000000002,258.9296,273.4366,279.6611,307.6911,323.1484,348.5896,373.4404,408.046,386.4731,372.5311,379.0706,386.7613,400.4056,415.426,428.19,448.162,479.675,501.88200000000006,522.405,503.271
121,Russia,RUS,2102.9484581195484,2100.6981969400367,2477.339,2262.015,1972.455,1873.785,1806.684,1831.537,1734.118,1844.1950000000002,2029.618,2132.755,2233.977,2398.305,2569.676,2734.043,2957.288,3210.142,3378.583,3114.345,3254.873,3370.572,3506.206,3567.754,3594.023,3523.1230000000005,3529.9459999999995,3594.393,3695.3020000000006,3770.4239999999995,3659.142
122,Rwanda,RWA,6.10183,5.948409999999999,6.297740000000001,5.78708,2.87918,3.8933500000000003,4.38958,4.997529999999999,5.44024,5.677,6.15221,6.6742,7.554669999999999,7.72105,8.29609,9.07408,10.6496,11.4618,12.7406,13.5321,14.5303,15.685,17.0406,17.8439,18.9455,20.62,21.8545,22.7257,24.6749,27.008,26.0984
123,Saint Kitts and Nevis,KNA,0.552687,0.565234,0.582629,0.614197,0.647391,0.669801,0.7093,0.761269,0.769061,0.799387,0.851264,0.897775,0.920957,0.887662,0.919678,1.00035,1.01847,1.01668,1.08064,1.04801,1.02444,1.04901,1.04271,1.11111,1.168,1.225,1.26359,1.28794,1.3229099999999998,1.36317,0.8481030000000002
124,Saint Vincent/Grenadines,VCT,0.666662,0.6742330000000001,0.71723,0.733437,0.718495,0.7720400000000001,0.784491,0.8131320000000001,0.8542240000000001,0.890336,0.906524,0.922562,0.980329,1.05567,1.09949,1.12698,1.21379,1.25407,1.27394,1.24716,1.20543,1.20031,1.21699,1.23927,1.25431,1.271,1.2951200000000003,1.30807,1.33637,1.34094,1.19488
125,Samoa,WSM,0.498896,0.486637,0.506891,0.515419,0.548466,0.584177,0.626818,0.631615,0.638544,0.634813,0.666794,0.716363,0.756872,0.796315,0.820833,0.8752,0.893856,0.898119,0.9301,0.925303,0.948755,0.988198,0.947689,0.943958,0.944491,0.985,1.06442,1.07561,1.05322,1.09107,1.05642
126,Sao Tome and Principe,STP,0.39005199999999995,0.394737,0.3975,0.4018729999999999,0.410714,0.418928,0.42521200000000003,0.429449,0.44018500000000005,0.45119,0.453213,0.46710099999999993,0.476457,0.509638,0.529169,0.566707,0.618365,0.638485,0.690752,0.707513,0.754718,0.78791,0.812667,0.851795,0.907587,0.943086,0.982363,1.02017,1.05022,1.06389,1.09212
127,Saudi Arabia,SAU,739.81,850.84,884.768,872.702,877.578,879.439,902.634,912.5960000000001,939.001,903.664,954.4989999999999,942.942,916.359,1019.3799999999999,1100.5,1161.84,1194.24,1216.3,1292.32,1265.7,1329.49,1462.4,1541.53,1583.14,1640.97,1708.35,1736.89,1724.01,1765.19,1771.04,1698.31
128,Senegal,SEN,18.6419,19.1378,19.3904,19.6542,19.6448,20.7191,21.1377,21.7814,23.0662,24.5155,25.4685,26.5664,26.5847,28.0718,29.3752,30.641400000000004,31.355600000000003,32.242,32.8463,33.6362,34.8345,35.2032,36.9922,38.1683,40.7251,43.3182,46.0717,49.4847,52.6327,54.8704,56.009
129,Serbia,SRB,59.05832997311947,59.0326969678984,61.09722036734041,62.78473377096684,65.30850238115558,67.06899612307373,69.59441036488741,72.68107070932871,75.92858685564354,79.55223020575743,82.80052527622624,83.57725083133438,84.97992893210655,87.35543454421241,90.72136604116379,93.88914989610385,92.0381,97.9649,103.505,100.678,101.414,103.479,102.774,105.747,104.066,105.951,109.473,111.752,116.78899999999999,121.683,120.57
130,Seychelles,SYC,0.9383620000000001,0.964101,1.0336670000000001,1.097594,1.0887169999999997,1.081962,1.102285,1.268496,1.41092,1.4382229999999998,1.436437,1.404363,1.4221010000000003,1.332084,1.305172,1.422725,1.562301,1.720341,1.687,1.682375,1.792425,1.863869,1.931664,2.049011,2.141596,2.247662,2.349187,2.460741,2.503831,2.532797,2.257772
131,Sierra Leone,SLE,6.502690000000001,6.6556299999999995,5.3902,5.46428,5.357869999999999,4.92926,5.01571,4.72094,4.8052,4.7101,5.02345,4.70469,5.94753,6.50144,6.9304,7.24262,7.54854,8.15681,8.59714,8.87123,9.34552,9.9357,11.4441,13.8148,14.4444,11.469,12.1635,12.6757,13.112600000000002,13.834700000000002,13.5361
132,Singapore,SGP,110.7721,118.1811,126.0281,140.4743,156.0636,167.3017,179.8014,194.7608,190.485,201.3884,219.5922,217.2448,225.74890000000002,235.98839999999998,259.1616,278.2333,303.2885,330.6517,336.829,337.2366,386.2223,410.701,429.024,449.778,467.49,481.461,497.48900000000003,519.977,538.164,545.403,516.0
133,Slovakia,SVK,62.96924883703179,62.9393590764342,65.14150457696593,65.0208,69.0556,74.1498,79.0583,83.74341,87.1565,87.0644,88.0803,90.9461,95.0472,100.2738,105.5672,112.5594,122.1194,135.3475,142.8927,135.0971,143.0292,147.1015,149.8918,150.8905,154.8765,162.3339,165.7961,170.8413,177.2798,181.3875,172.2111
134,Slovenia,SVN,32.372815280373715,32.37622754867954,33.3454,34.2936,36.1201,40.1631,41.3636,43.4718,44.8217,47.1571,49.0239,50.7331,52.4624,53.9526,56.019,58.3931,61.9159,66.2879,68.3526,63.13009999999999,63.9038,64.6293,62.9895,62.3872,64.0153,65.283,67.4206,70.8707,74.0858,76.4882,72.8315
135,Solomon Islands,SLB,0.574491,0.589145,0.6560909999999999,0.667201,0.72111,0.793164,0.8059240000000001,0.792009,0.817302,0.804624,0.69026,0.635275,0.617768,0.657828,0.711092,0.802461,0.834555,0.972812,1.00885,1.0112,1.1188,1.19049,1.22191,1.28706,1.30057,1.319,1.39647,1.47113,1.52913,1.54738,1.3178599999999998
136,South Africa,ZAF,372.6461,368.8517,360.9693,364.1109,375.76230000000004,387.4109000000001,404.0692,414.5760000000001,416.649,426.648,444.567,456.5710000000001,473.466,487.428,509.629,536.522,566.588,596.96,616.008,606.534,624.97,644.772,660.224,676.632,686.199,695.27,699.89,707.9949999999999,718.528,719.339,673.072
137,South Korea,KOR,529.64,586.725,623.094,665.947,727.6699999999998,797.6329999999999,860.572,913.6749999999998,866.8089999999999,966.205,1053.751,1104.882,1190.236,1227.696,1291.505,1347.15,1418.069,1500.31,1545.514,1557.766,1663.769,1725.089,1766.536,1822.442,1880.804,1933.639,1990.6190000000001,2053.517,2113.221,2160.64,2142.232
138,Spain,ESP,996.275,1021.616,1031.122,1020.493,1044.795,1077.561,1106.258,1147.202,1197.546,1251.336,1317.005,1368.849,1406.183,1448.138,1493.294,1547.895,1611.415,1669.463,1684.298,1620.817,1623.534,1610.321,1562.692,1540.234,1561.5139999999997,1621.427,1670.5169999999998,1720.253,1759.655,1796.297,1601.889
139,Sri Lanka,LKA,60.9958,67.4945,65.3128,70.219,75.9268,80.5508,90.35640000000001,99.7712,97.8806,100.789,109.21099999999998,107.079,111.175,117.851,124.189,131.998,141.952,151.629,160.76,166.404,179.747,194.854,212.673,219.895,230.803,242.361,253.235,262.296,270.878,276.987,267.101
140,Sudan,SDN,43.03179999999999,46.2639,49.30709999999999,51.559799999999996,52.0786,55.2018,58.46929999999999,64.6476,67.4329,69.5261,73.9381,78.7443,83.8055,90.2875,93.7936,100.819,110.965,123.75,133.406,137.73,142.509,142.485,143.465,153.216,164.007,170.584,176.682,184.94,190.151,187.62900000000002,184.698
141,Suriname,SUR,4.73022,4.86,4.87827,4.55132,4.70561,4.70601,4.75484,5.02773,5.1449,5.07268,5.17742,5.39421,5.54402,5.89235,6.36369,6.61336,6.99457,7.3521,7.65673,7.88748,8.295,8.78,9.01679,9.28107,9.30464,8.987,8.48734,8.6369,8.85972,8.88349,7.78461
142,Sweden,SWE,280.1812,277.4902,274.8066,269.5429,279.7774,291.3948,296.0319,305.6912,318.6041,331.3722,347.6504,353.1585,360.9871,369.7945,383.9519,394.9052,414.234,429.001,426.393,408.326,431.448,445.483,444.266,449.375,461.759,481.327,490.218,504.02900000000005,514.315,524.744,509.324
143,Switzerland,CHE,367.3917,364.2901,363.4795,362.77410000000003,367.40399999999994,369.5067,371.58840000000004,379.8922,391.393,397.9618,414.187,420.995,421.139,420.803,431.844,444.169,462.582,481.37,494.135,483.985,499.459,509.052,515.864,525.437,538.166,546.949,557.823,567.064,583.744,591.012,576.2
144,Syria,SYR,40.337,43.5241,49.3869,51.9447,55.6915,59.6046,65.4612,68.7499,73.4148,70.8059,71.2842,73.9883,79.8027,80.2742,85.8153,91.149,95.7484,101.182,105.711,111.962,115.813,121.131,89.2261,65.7595,56.097300000000004,52.6568,50.56120000000001,49.8028,51.14750000000001,53.60249999999999,49.8281
145,Tajikistan,TJK,11.778511800031707,11.804339494255663,15.0763,12.6038,9.91918,8.6892,7.2327,7.35461,7.74334,8.0296,8.69585,9.52553,10.5557,11.7291,12.9357,13.8047,14.715,15.8564,17.0589,17.7445,18.9045,19.3605,20.8214,22.3681,23.8636,25.288,27.0453,30.485,32.6605,35.11,36.7706
146,Tanzania,TZA,34.32223,35.03338,35.23808,35.66298,36.22206,37.51515,39.21997,40.6025,42.1083,44.1564,46.1526,48.9545,52.4269,55.9253,60.1218,64.6166,68.8376,73.4968,77.6762,81.76909,87.133,94.52449,97.0526,103.6432,110.62489999999998,117.4503,125.5784,133.9731,143.2946,153.3535,160.6984
147,Thailand,THA,390.2831,423.69,457.943,495.73599999999993,535.38,578.856,611.571,594.731,549.331,574.447,600.04,620.707,658.874,706.242,750.66,782.096,820.948,865.568,880.506,874.424,940.123,948.021,1016.685,1044.008,1054.286,1087.328,1124.68,1171.665,1220.752,1248.42,1172.279
148,The Bahamas,BHS,9.21678,8.83136,8.49351,8.51965,8.78793,9.17273,9.56015,9.75732,10.2175,10.9475,11.4017,11.701,12.0175,11.8655,11.9703,12.3767,12.6882,12.8718,12.5727,12.0477,12.233,12.3081,12.688,12.3481,12.478200000000001,12.507,12.6876,13.0829,13.478800000000001,13.643,10.9
149,Timor-Leste,TLS,1.28850283533832,1.3257481538122546,1.3573976259393405,1.4008988380303535,1.451881109757051,1.4983599564680232,1.5501090251231846,1.610649761974254,1.673113449198687,1.7364030789250173,1.8120312309609483,1.815847691430896,1.831818661526781,1.93073,1.93846,1.9969799999999998,1.91491,2.11076,2.35011,2.58484,2.82935,2.99364,3.17376,3.2412,3.3854499999999996,3.484,3.60123,3.45345,3.41706,4.05685,3.68157
150,Togo,TGO,5.86632,5.879599999999999,5.68679,4.75822,5.42125,5.78831,6.231870000000001,6.469219999999999,6.320859999999999,6.486549999999999,6.42406,6.47697,6.72481,7.176729999999999,7.1065,6.77489,6.95443,6.87271,7.15189,7.54796,8.00833,8.95137,10.0191,11.1689,12.4281,13.806,15.3101,15.975700000000002,16.7601,17.6484,17.27
151,Tonga,TON,0.362347,0.385591,0.386563,0.401013,0.42087299999999994,0.433054,0.433444,0.43068900000000004,0.440621,0.450737,0.467711,0.47454,0.4958719999999999,0.496149,0.486796,0.484771,0.474135,0.462282,0.484241,0.459065,0.462754,0.494306,0.498374,0.499931,0.510023,0.516,0.549906,0.568176,0.569893,0.574064,0.557226
152,Trinidad and Tobago,TTO,13.1225,13.4747,13.252599999999997,13.0607,13.525899999999998,14.061099999999998,15.0514,16.2092,17.5313,18.9301,20.2368,21.0814,22.7533,26.0391,28.1092,29.8547,33.8894,35.4046,36.6054,34.9978,36.1607,36.0545,36.5208,37.3349,36.9942,37.543,35.4399,34.3814,34.404,33.9752,31.3383
153,Tunisia,TUN,43.2893,44.9795,48.49049999999999,49.552400000000006,51.127300000000005,52.3297,56.0692,59.119899999999994,61.948,65.6988,69.3482,71.9809,72.9329,76.3625,81.1244,83.9528,88.3553,94.2835,98.279,101.27,104.826,102.796,107.16,109.624,113.03200000000001,114.13300000000001,115.421,117.977,120.919,122.67999999999999,111.194
154,Turkey,TUR,693.099,698.09,733.243,789.346,752.498,811.783,871.689,937.742,937.726,907.126,970.0180000000001,914.243,973.191,1029.278,1130.106,1231.727,1317.308,1383.746,1395.024,1327.74,1439.631,1600.871,1677.529,1819.8810000000003,1909.777,2025.977,2093.303,2250.342,2317.399,2338.015,2379.948
155,Uganda,UGA,16.14644,17.04323,17.62585,19.09342,20.31609,22.65716,24.71266,25.97298,27.247040000000002,29.44149,30.36653,31.94061,34.72988,36.97805,39.4952,41.9962,46.5255,50.4395,55.8458,60.2679,64.7747,69.7783,71.353,74.1568,78.5014,84.7675,84.8933,90.62209,95.68870000000001,103.0614,102.13860000000001
156,Ukraine,UKR,485.0856683894813,484.5963351065361,613.297,526.209,405.707,356.21100000000007,320.59,310.972,305.064,304.454,322.416,350.789,369.203,404.336,453.296,466.883,501.619,539.709,552.145,470.656,488.703,515.413,516.643,516.505,482.66,435.49,446.12,456.649,472.578,487.698,467.987
157,United Arab Emirates,ARE,202.09,203.694,209.217,213.82,228.566,243.85199999999998,257.991,279.122,279.937,288.061,319.324,323.791,331.671,360.859,395.381,414.577,455.36,469.861,484.858,459.437,466.951,499.304,521.692,548.053,572.223,601.179,619.12,633.815,641.408,663.292,622.55
158,United Kingdom,GBR,1696.486,1676.359,1681.611,1721.9820000000002,1786.868,1830.5349999999999,1874.984,1967.031,2029.071,2089.742,2166.485,2211.389,2258.342,2326.767,2381.577,2443.339,2506.477,2563.361,2557.218,2448.604,2500.795,2537.244,2574.54,2623.199,2701.663,2772.517,2835.272,2895.789,2943.597,2992.8109999999997,2702.694
159,United States,USA,9811.07,9800.43,10145.66,10424.87,10844.820000000002,11135.92,11556.019999999999,12069.94,12610.849999999999,13215.49,13754.310000000001,13885.56,14121.05,14515.9,15075.119999999999,15600.220000000001,16034.36,16356.75,16376.74,15950.96,16383.04,16636.94,17016.41,17329.82,17726.25,18206.03,18509.63,18927.11,19479.58,19925.43,19247.07
160,Uruguay,URY,34.8216,36.0539,38.9135,39.9477,42.8564,42.236,44.5919,46.8428,48.9687,48.0201,47.079,45.275,41.7813,42.1128,44.2063,47.521,49.4812,52.7101,56.501,58.8764,63.475,66.7516,69.1194,72.3254,74.6647,74.93900000000001,76.1981,77.4384,77.8085,78.0812,73.4746
161,Uzbekistan,UZB,59.19612744940673,59.17034446149145,65.1935,63.6268,60.5109,59.9719,60.9902,64.1606,66.9199,69.7964,72.4737,75.4912,78.4909,81.8132,87.9074,94.0169,101.022,110.592,120.578,130.285,140.184,150.89,161.502,173.639,185.04799999999997,198.534,210.684,219.295,230.173,241.932,246.107
162,Vanuatu,VUT,0.315833,0.354137,0.351559,0.36738,0.37672799999999995,0.394348,0.40444800000000003,0.414038,0.422875,0.426219,0.44842899999999997,0.43923199999999996,0.431855,0.44324,0.460913,0.485354,0.526441,0.553665,0.58938,0.608894,0.618814,0.626394,0.637386,0.649937,0.664918,0.666,0.689081,0.719528,0.740393,0.761102,0.692339
163,Venezuela,VEN,311.488,341.7953999999999,362.5097,363.50809999999996,354.9675,368.9946,368.2646,381.79650000000004,382.9192,360.0574,373.3324,386.0038,351.8209,324.5362,383.8826,423.4913,465.3,506.029,532.738,515.677,507.999,529.216,558.989,566.497,544.436,510.564,423.564,357.1842,287.0995,190.1472,123.7027
164,Vietnam,VNM,129.359,136.874,148.781,160.8,175.005,191.701,209.606,226.692,239.76,251.20600000000002,268.256,286.752,307.054,329.595,355.27,382.093,408.755,437.897,462.69,487.666,518.99,552.326,582.632,615.022,654.419,700.257,747.042,798.941,855.472,915.504,942.146
165,Zambia,ZMB,71.4407,70.0435,68.83109,73.5097,67.16909,69.1155,73.41341,76.2135,75.9195,79.4499,82.5464,86.9352,90.8524,97.1623,103.9951,111.5198,120.3339,130.3847,140.5207,153.4772,169.2826,178.7032,192.2803,202.00719999999998,211.7024,217.9309,226.11350000000002,234.0865,243.5819,247.1819,239.77439999999999
166,Zimbabwe,ZWE,18.2676,19.2764,17.9209,18.2991,19.3606,19.392,21.2796,21.583,21.6893,20.9091,19.2011,19.1639,18.0257,16.6807,16.0731,15.42,14.8612,14.3756,13.694,21.8464,26.1448,29.8557,34.8313,35.5243,36.3687,37.016,37.2958,39.0502,40.9362,37.6204,33.6708
